uid	abstract	title	journal	class
32805026	In the mammalian cochlea, the planar cell polarity (PCP) pathway aligns hair cell orientation along the plane of the sensory epithelium. Concurrently, multiple cell intrinsic planar polarity (referred to as iPCP) modules mediate planar polarization of the hair cell apical cytoskeleton, including the kinocilium and the V-shaped hair bundle essential for mechanotransduction. How PCP and iPCP are coordinated during development and the roles of Wnt ligands in this process remain unresolved. Here we show that genetic blockade of Wnt secretion in the cochlear epithelium resulted in a shortened cochlear duct and misoriented and misshapen hair bundles. Mechanistically, Wnts stimulate Gi activity by regulating the localization of Daple, a guanine nucleotide exchange factor (GEF) for Galphai. In turn, the Gbetagamma complex signals through phosphoinositide 3-kinase (PI3K) to regulate kinocilium positioning and asymmetric localizations of a subset of core PCP proteins, thereby coordinating PCP and iPCP. Thus, our results identify a putative Wnt/heterotrimeric G protein/PI3K pathway for PCP regulation.	Wnts regulate planar cell polarity via heterotrimeric G protein and PI3K signaling.	The Journal of cell biology	0
32841357	Natural killer (NK) cell-mediated killing involves the membrane fusion of preformed lytic granules. While the roles of actin and microtubules are well accepted during this process, the function of septins, another cytoskeletal component that associates with actin and microtubules, has not been investigated. Here we show that genetic depletion or pharmacologic stabilization of the septin cytoskeleton significantly inhibited NK cell cytotoxicity. Although the stabilization of septin filaments impaired conjugate formation, depletion of septin proteins had no impact on conjugate formation, lytic granule convergence, or MTOC polarization to the cytotoxic synapse (CS). Interestingly, septins copurify and accumulate near the polarized lytic granules at the CS, where they regulate lytic granule release. Mechanistically, we find that septin 7 interacts with the SNARE protein syntaxin 11 and facilitates its interaction with syntaxin binding protein 2 to promote lytic granule fusion. Altogether, our data identify a critical role for septins in regulating the release of lytic granule contents during NK cell-mediated killing.	The septin cytoskeleton regulates natural killer cell lytic granule release.	The Journal of cell biology	0
33119040	Control of integrin activity is vital during development and tissue homeostasis, while derailment of integrin function contributes to pathophysiological processes. Phosphorylation of a conserved threonine motif (T788/T789) in the integrin beta cytoplasmic domain increases integrin activity. Here, we report that T788/T789 functions as a phospho-switch, which determines the association with either talin and kindlin-2, the major integrin activators, or filaminA, an integrin activity suppressor. A genetic screen identifies the phosphatase PPM1F as the critical enzyme, which selectively and directly dephosphorylates the T788/T789 motif. PPM1F-deficient cell lines show constitutive integrin phosphorylation, exaggerated talin binding, increased integrin activity, and enhanced cell adhesion. These gain-of-function phenotypes are reverted by reexpression of active PPM1F, but not a phosphatase-dead mutant. Disruption of the ppm1f gene in mice results in early embryonic death at day E10.5. Together, PPM1F controls the T788/T789 phospho-switch in the integrin beta1 cytoplasmic tail and constitutes a novel target to modulate integrin activity.	PPM1F controls integrin activity via a conserved phospho-switch.	The Journal of cell biology	0
33090185	Dendrite pathology is frequently observed in various neurodegenerative diseases (NDs). Although previous studies identified several pathogenic mediators of dendrite defects that act through loss of function in NDs, the underlying pathogenic mechanisms remain largely unexplored. Here, our search for additional pathogenic contributors to dendrite defects in NDs identifies Relish/NF-kappaB as a novel gain-of-toxicity-based mediator of dendrite defects in animal models for polyglutamine (polyQ) diseases and amyotrophic lateral sclerosis (ALS). In a Drosophila model for polyQ diseases, polyQ-induced dendrite defects require Dredd/Caspase-8-mediated endoproteolytic cleavage of Relish to generate the N-terminal fragment, Rel68, and subsequent Charon-mediated nuclear localization of Rel68. Rel68 alone induced neuronal toxicity causing dendrite and behavioral defects, and we identify two novel transcriptional targets, Tup and Pros, that mediate Rel68-induced neuronal toxicity. Finally, we show that Rel68-induced toxicity also contributes to dendrite and behavioral defects in a Drosophila model for ALS. Collectively, our data propose disinhibition of latent toxicity of Relish/NF-kappaB as a novel pathogenic mechanism underlying dendrite pathology in NDs.	NF-kappaB disinhibition contributes to dendrite defects in fly models of neurodegenerative diseases.	The Journal of cell biology	1
33044553	Kinesin-14s are conserved molecular motors required for high-fidelity chromosome segregation, but their specific contributions to spindle function have not been fully defined. Here, we show that key functions of budding yeast Kinesin-14 Cik1-Kar3 are accomplished in a complex with Bim1 (yeast EB1). Genetic complementation of mitotic phenotypes identifies a novel KLTF peptide motif in the Cik1 N-terminus. We show that this motif is one element of a tripartite binding interface required to form a high-affinity Bim1-Cik1-Kar3 complex. Lack of Bim1-binding by Cik1-Kar3 delays cells in mitosis and impairs microtubule bundle organization and dynamics. Conversely, constitutive targeting of Cik1-Kar3 to microtubule plus ends induces the formation of nuclear microtubule bundles. Cells lacking the Bim1-Cik1-Kar3 complex rely on the conserved microtubule bundler Ase1/PRC1 for metaphase spindle organization, and simultaneous loss of plus-end targeted Kar3 and Ase1 is lethal. Our results reveal the contributions of an EB1-Kinesin-14 complex for spindle formation as a prerequisite for efficient kinetochore clustering and bi-orientation.	The EB1-Kinesin-14 complex is required for efficient metaphase spindle assembly and kinetochore bi-orientation.	The Journal of cell biology	0
33351100	Centrosome duplication occurs under strict spatiotemporal regulation once per cell cycle, and it begins with cartwheel assembly and daughter centriole biogenesis at the lateral sites of the mother centrioles. However, although much of this process is understood, how centrosome duplication is initiated remains unclear. Here, we show that cartwheel assembly followed by daughter centriole biogenesis is initiated on the NEDD1-containing layer of the pericentriolar material (PCM) by the recruitment of SAS-6 to the mother centriole under the regulation of PLK4. We found that PLK4-mediated phosphorylation of NEDD1 at its S325 amino acid residue directly promotes both NEDD1 binding to SAS-6 and recruiting SAS-6 to the centrosome. Overexpression of phosphomimicking NEDD1 mutant S325E promoted cartwheel assembly and daughter centriole biogenesis initiations, whereas overexpression of nonphosphorylatable NEDD1 mutant S325A abolished the initiations. Collectively, our results demonstrate that PLK4-regulated NEDD1 facilitates initiation of the cartwheel assembly and of daughter centriole biogenesis in mammals.	PLK4-phosphorylated NEDD1 facilitates cartwheel assembly and centriole biogenesis initiations.	The Journal of cell biology	0
33326013	Cells exposed to heat shock induce a conserved gene expression program, the heat shock response (HSR), encoding protein homeostasis (proteostasis) factors. Heat shock also triggers proteostasis factors to form subcellular quality control bodies, but the relationship between these spatial structures and the HSR is unclear. Here we show that localization of the J-protein Sis1, a cofactor for the chaperone Hsp70, controls HSR activation in yeast. Under nonstress conditions, Sis1 is concentrated in the nucleoplasm, where it promotes Hsp70 binding to the transcription factor Hsf1, repressing the HSR. Upon heat shock, Sis1 forms an interconnected network with other proteostasis factors that spans the nucleolus and the surface of the endoplasmic reticulum. We propose that localization of Sis1 to this network directs Hsp70 activity away from Hsf1 in the nucleoplasm, leaving Hsf1 free to induce the HSR. In this manner, Sis1 couples HSR activation to the spatial organization of the proteostasis network.	Subcellular localization of the J-protein Sis1 regulates the heat shock response.	The Journal of cell biology	0
33284320	During G1 in budding yeast, the Cdc42 GTPase establishes a polar front, along which actin is recruited to direct secretion for bud formation. Cdc42 localizes at the bud cortex and then redistributes between mother and daughter in anaphase. The molecular mechanisms that terminate Cdc42 bud-localized activity during mitosis are poorly understood. We demonstrate that the activity of the Cdc14 phosphatase, released through the mitotic exit network, is required for Cdc42 redistribution between mother and bud. Induced Cdc14 nucleolar release results in premature Cdc42 redistribution between mother and bud. Inhibition of Cdc14 causes persistence of Cdc42 bud localization, which perturbs normal cell size and spindle positioning. Bem3, a Cdc42 GAP, binds Cdc14 and is dephosphorylated at late anaphase in a Cdc14-dependent manner. We propose that Cdc14 dephosphorylates and activates Bem3 to allow Cdc42 inactivation and redistribution. Our results uncover a mechanism through which Cdc14 regulates the spatiotemporal activity of Cdc42 to maintain normal cell size at cytokinesis.	The mitotic exit network regulates the spatiotemporal activity of Cdc42 to maintain cell size.	The Journal of cell biology	0
33258871	Primary cilia function as critical signaling hubs whose absence leads to severe disorders collectively known as ciliopathies; our knowledge of ciliogenesis remains limited. We show that Smo induces ciliogenesis through two distinct yet essential noncanonical Hh pathways in several cell types, including neurons. Surprisingly, ligand activation of Smo induces autophagy via an LKB1-AMPK axis to remove the satellite pool of OFD1. This is required, but not sufficient, for ciliogenesis. Additionally, Smo activates the Galphai-LGN-NuMA-dynein axis, causing accumulation of a portion of OFD1 at centrioles in early ciliogenesis. Both pathways are critical for redistribution of BBS4 from satellites to centrioles, which is also mediated by OFD1 centriolar translocation. Notably, different Smo agonists, which activate Smo distinctly, activate one or the other of these pathways; only in combination they recapitulate the activity of Hh ligand. These studies provide new insight into physiological stimuli (Hh) that activate autophagy and promote ciliogenesis and introduce a novel role for the Galphai-LGN-NuMA-dynein complex in this process.	A non-canonical Hedgehog pathway initiates ciliogenesis and autophagy.	The Journal of cell biology	1
33475699	Primary cilia protrude from the cell surface and have diverse roles during development and disease, which depends on the precise timing and control of cilia assembly and disassembly. Inactivation of assembly often causes cilia defects and underlies ciliopathy, while diseases caused by dysfunction in disassembly remain largely unknown. Here, we demonstrate that CEP55 functions as a cilia disassembly regulator to participate in ciliopathy. Cep55-/- mice display clinical manifestations of Meckel-Gruber syndrome, including perinatal death, polycystic kidneys, and abnormalities in the CNS. Interestingly, Cep55-/- mice exhibit an abnormal elongation of cilia on these tissues. Mechanistically, CEP55 promotes cilia disassembly by interacting with and stabilizing Aurora A kinase, which is achieved through facilitating the chaperonin CCT complex to Aurora A. In addition, CEP55 mutation in Meckel-Gruber syndrome causes the failure of cilia disassembly. Thus, our study establishes a cilia disassembly role for CEP55 in vivo, coupling defects in cilia disassembly to ciliopathy and further suggesting that proper cilia dynamics are critical for mammalian development.	CEP55 promotes cilia disassembly through stabilizing Aurora A kinase.	The Journal of cell biology	0
33464297	Adaptor protein complex 5 (AP-5) and its partners, SPG11 and SPG15, are recruited onto late endosomes and lysosomes. Here we show that recruitment of AP-5/SPG11/SPG15 is enhanced in starved cells and occurs by coincidence detection, requiring both phosphatidylinositol 3-phosphate (PI3P) and Rag GTPases. PI3P binding is via the SPG15 FYVE domain, which, on its own, localizes to early endosomes. GDP-locked RagC promotes recruitment of AP-5/SPG11/SPG15, while GTP-locked RagA prevents its recruitment. Our results uncover an interplay between AP-5/SPG11/SPG15 and the mTORC1 pathway and help to explain the phenotype of AP-5/SPG11/SPG15 deficiency in patients, including the defect in autophagic lysosome reformation.	Rag GTPases and phosphatidylinositol 3-phosphate mediate recruitment of the AP-5/SPG11/SPG15 complex.	The Journal of cell biology	0
33382409	Meiosis creates genetic diversity by recombination and segregation of chromosomes. The synaptonemal complex assembles during meiotic prophase I and assists faithful exchanges between homologous chromosomes, but how its assembly/disassembly is regulated remains to be understood. Here, we report how two major posttranslational modifications, phosphorylation and ubiquitination, cooperate to promote synaptonemal complex assembly. We found that the ubiquitin ligase complex SCF is important for assembly and maintenance of the synaptonemal complex in Drosophila female meiosis. This function of SCF is mediated by two substrate-recognizing F-box proteins, Slmb/betaTrcp and Fbxo42. SCF-Fbxo42 down-regulates the phosphatase subunit PP2A-B56, which is important for synaptonemal complex assembly and maintenance.	SCF-Fbxo42 promotes synaptonemal complex assembly by downregulating PP2A-B56.	The Journal of cell biology	0
33535228	NLRC4 inflammasome activation and the subsequent maturation of IL-1beta and IL-18 are critical for protection against infection by bacterial pathogens. The epigenetic regulator Brd4 has emerged as a key player in inflammation by regulating the expression of inflammatory cytokines. However, whether Brd4 has any role in inflammasome activation remains undetermined. Here, we demonstrated that Brd4 is an important regulator of NLRC4 inflammasome activation in response to Salmonella typhimurium infection. Brd4-deficient bone marrow-derived macrophages (BMDMs) displayed impaired caspase-1 activation, ASC oligomerization, IL-1beta maturation, gasdermin-D cleavage, and pyroptosis in response to S.typhimurium infection. RNA sequencing and RT-PCR results revealed that the transcription of Naips was decreased in Brd4-deficient BMDMs. Brd4 formed a complex with IRF8/PU.1 and bound to the IRF8 and PU.1 binding motifs on the promoters of Naips to maintain the expression of Naips. Furthermore, myeloid lineage-specific Brd4 conditional knockout mice were more susceptible to S.typhimurium infection with increased mortality, bacterial loads, and tissue damage; impaired inflammasome-dependent cytokine production; and pyroptosis. Our studies identify a novel function of Brd4 in innate immunity by controlling inflammasome-mediated cytokine release and pyroptosis to effectively battle S.typhimurium infection.	Brd4 regulates NLRC4 inflammasome activation by facilitating IRF8-mediated transcription of Naips.	The Journal of cell biology	0
33819341	"Although ectopic overexpression of miRNAs can influence mammary normal and cancer stem cells (SCs/CSCs), their physiological relevance remains uncertain. Here, we show that miR-146 is relevant for SC/CSC activity. MiR-146a/b expression is high in SCs/CSCs from human/mouse primary mammary tissues, correlates with the basal-like breast cancer subtype, which typically has a high CSC content, and specifically distinguishes cells with SC/CSC identity. Loss of miR-146 reduces SC/CSC self-renewal in vitro and compromises patient-derived xenograft tumor growth in vivo, decreasing the number of tumor-initiating cells, thus supporting its pro-oncogenic function. Transcriptional analysis in mammary SC-like cells revealed that miR-146 has pleiotropic effects, reducing adaptive response mechanisms and activating the exit from quiescent state, through a complex network of finely regulated miRNA targets related to quiescence, transcription, and one-carbon pool metabolism. Consistent with these findings, SCs/CSCs display innate resistance to anti-folate chemotherapies either in vitro or in vivo that can be reversed by miR-146 depletion, unmasking a ""hidden vulnerability"" exploitable for the development of anti-CSC therapies."	miR-146 connects stem cell identity with metabolism and pharmacological resistance in breast cancer.	The Journal of cell biology	0
33666644	A hallmark of aging is immunosenescence, a decline in immune functions, which appeared to be inevitable in living organisms, including Caenorhabditis elegans. Here, we show that genetic inhibition of the DAF-2/insulin/IGF-1 receptor drastically enhances immunocompetence in old age in C. elegans. We demonstrate that longevity-promoting DAF-16/FOXO and heat-shock transcription factor 1 (HSF-1) increase immunocompetence in old daf-2(-) animals. In contrast, p38 mitogen-activated protein kinase 1 (PMK-1), a key determinant of immunity, is only partially required for this rejuvenated immunity. The up-regulation of DAF-16/FOXO and HSF-1 decreases the expression of the zip-10/bZIP transcription factor, which in turn down-regulates INS-7, an agonistic insulin-like peptide, resulting in further reduction of insulin/IGF-1 signaling (IIS). Thus, reduced IIS prevents immune aging via the up-regulation of anti-aging transcription factors that modulate an endocrine insulin-like peptide through a feedforward mechanism. Because many functions of IIS are conserved across phyla, our study may lead to the development of strategies against immune aging in humans.	Reduced insulin/IGF1 signaling prevents immune aging via ZIP-10/bZIP-mediated feedforward loop.	The Journal of cell biology	1
33656555	The polarisome is a cortical proteinaceous microcompartment that organizes the growth of actin filaments and the fusion of secretory vesicles in yeasts and filamentous fungi. Polarisomes are compact, spotlike structures at the growing tips of their respective cells. The molecular forces that control the form and size of this microcompartment are not known. Here we identify a complex between the polarisome subunit Pea2 and the type V Myosin Myo2 that anchors Myo2 at the cortex of yeast cells. We discovered a point mutation in the cargo-binding domain of Myo2 that impairs the interaction with Pea2 and consequently the formation and focused localization of the polarisome. Cells carrying this mutation grow round instead of elongated buds. Further experiments and biophysical modeling suggest that the interactions between polarisome-bound Myo2 motors and dynamic actin filaments spatially focus the polarisome and sustain its compact shape.	Type V myosin focuses the polarisome and shapes the tip of yeast cells.	The Journal of cell biology	1
33929486	The T cell receptor (TCR) pathway receives, processes, and amplifies the signal from pathogenic antigens to the activation of T cells. Although major components in this pathway have been identified, the knowledge on how individual components cooperate to effectively transduce signals remains limited. Phase separation emerges as a biophysical principle in organizing signaling molecules into liquid-like condensates. Here, we report that phospholipase Cgamma1 (PLCgamma1) promotes phase separation of LAT, a key adaptor protein in the TCR pathway. PLCgamma1 directly cross-links LAT through its two SH2 domains. PLCgamma1 also protects LAT from dephosphorylation by the phosphatase CD45 and promotes LAT-dependent ERK activation and SLP76 phosphorylation. Intriguingly, a nonmonotonic effect of PLCgamma1 on LAT clustering was discovered. Computer simulations, based on patchy particles, revealed how the cluster size is regulated by protein compositions. Together, these results define a critical function of PLCgamma1 in promoting phase separation of the LAT complex and TCR signal transduction.	PLCgamma1 promotes phase separation of T cell signaling components.	The Journal of cell biology	0
33914027	Activation of inflammation by lipopolysaccharide (LPS) is an important innate immune response. Here we investigated the contribution of caspases to the LPS-mediated inflammatory response and discovered distinctive temporal roles of RIPK1 in mediating proinflammatory cytokine production when caspases are inhibited. We propose a biphasic model that differentiates the role of RIPK1 in early versus late phase. The early production of proinflammation cytokines stimulated by LPS with caspase inhibition is mediated by the NF-kappaB pathway that requires the scaffold function of RIPK1 but is kinase independent. Autocrine production of TNFalpha in the late phase promotes the formation of a novel TNFR1-associated complex with activated RIPK1, FADD, caspase-8, and key mediators of NF-kappaB signaling. The production of proinflammatory cytokines in the late phase can be blocked by RIPK1 kinase inhibitor Nec-1s. Our study demonstrates a mechanism by which the activation of RIPK1 promotes its own scaffold function to regulate the NF-kappaB-mediated proinflammatory cytokine production that is negatively regulated by caspases to restrain inflammatory signaling.	Caspase inhibition prolongs inflammation by promoting a signaling complex with activated RIPK1.	The Journal of cell biology	0
33836042	Mitotic entry involves inhibition of protein phosphatase 2A bound to its B55/Tws regulatory subunit (PP2A-B55/Tws), which dephosphorylates substrates of mitotic kinases. This inhibition is induced when Greatwall phosphorylates Endos, turning it into an inhibitor of PP2A-Tws. How this mechanism operates spatiotemporally in the cell is incompletely understood. We previously reported that the nuclear export of Greatwall in prophase promotes mitotic progression. Here, we examine the importance of the localized activities of PP2A-Tws and Endos for mitotic regulation. We find that Tws shuttles through the nucleus via a conserved nuclear localization signal (NLS), but expression of Tws in the cytoplasm and not in the nucleus rescues the development of tws mutants. Moreover, we show that Endos must be in the cytoplasm before nuclear envelope breakdown (NEBD) to be efficiently phosphorylated by Greatwall and to bind and inhibit PP2A-Tws. Disrupting the cytoplasmic function of Endos before NEBD results in subsequent mitotic defects. Evidence suggests that this spatiotemporal regulation is conserved in humans.	Spatiotemporal coordination of Greatwall-Endos-PP2A promotes mitotic progression.	The Journal of cell biology	0
34128958	Rab11 GTPase proteins are required for cytokinesis, ciliogenesis, and lumenogenesis. Rab11a is critical for apical delivery of podocalyxin (PODXL) during lumen formation in epithelial cells. SH3BP5 and SH3BP5L are guanine nucleotide exchange factors (GEFs) for Rab11. We show that SH3BP5 and SH3BP5L are required for activation of Rab11a and cyst lumen formation. Using proximity-dependent biotin identification (BioID) interaction proteomics, we have identified SH3BP5 and its paralogue SH3BP5L as new substrates of the poly-ADP-ribose polymerase Tankyrase and the E3 ligase RNF146. We provide data demonstrating that epithelial polarity via cyst lumen formation is governed by Tankyrase, which inhibits Rab11a activation through the suppression of SH3BP5 and SH3BP5L. RNF146 reduces Tankyrase protein abundance and restores Rab11a activation and lumen formation. Thus, Rab11a activation is controlled by a signaling pathway composed of the sequential inhibition of SH3BP5 paralogues by Tankyrase, which is itself suppressed by RNF146.	Tankyrase regulates epithelial lumen formation via suppression of Rab11 GEFs.	The Journal of cell biology	0
33988678	Dynamic targeting of the ULK1 complex to the ER is crucial for initiating autophagosome formation and for subsequent formation of ER-isolation membrane (IM; autophagosomal precursor) contact during IM expansion. Little is known about how the ULK1 complex, which comprises FIP200, ULK1, ATG13, and ATG101 and does not exist as a constitutively coassembled complex, is recruited and stabilized on the ER. Here, we demonstrate that the ER-localized transmembrane proteins Atlastin 2 and 3 (ATL2/3) contribute to recruitment and stabilization of ULK1 and ATG101 at the FIP200-ATG13-specified autophagosome formation sites on the ER. In ATL2/3 KO cells, formation of FIP200 and ATG13 puncta is unaffected, while targeting of ULK1 and ATG101 is severely impaired. Consequently, IM initiation is compromised and slowed. ATL2/3 directly interact with ULK1 and ATG13 and facilitate the ATG13-mediated recruitment/stabilization of ULK1 and ATG101. ATL2/3 also participate in forming ER-IM tethering complexes. Our study provides insights into the dynamic assembly of the ULK1 complex on the ER for autophagosome formation.	Atlastin 2/3 regulate ER targeting of the ULK1 complex to initiate autophagy.	The Journal of cell biology	0
34137789	WDR62 is a microcephaly-related, microtubule (MT)-associated protein (MAP) that localizes to the spindle pole and regulates spindle organization, but the underlying mechanisms remain elusive. Here, we show that WDR62 regulates spindle dynamics by recruiting katanin to the spindle pole and further reveal a TPX2-Aurora A-WDR62-katanin axis in cells. By combining cellular and in vitro experiments, we demonstrate that WDR62 shows preference for curved segments of dynamic GDP-MTs, as well as GMPCPP- and paclitaxel-stabilized MTs, suggesting that it recognizes extended MT lattice. Consistent with this property, WDR62 alone is inefficient in recruiting katanin to GDP-MTs, while WDR62 complexed with TPX2/Aurora A can potently promote katanin-mediated severing of GDP-MTs in vitro. In addition, the MT-binding affinity of WDR62 is autoinhibited through JNK phosphorylation-induced intramolecular interaction. We propose that WDR62 is an atypical MAP and functions as an adaptor protein between its recruiting factor TPX2/Aurora A and the effector katanin to orchestrate the regulation of spindle dynamics.	WDR62 regulates spindle dynamics as an adaptor protein between TPX2/Aurora A and katanin.	The Journal of cell biology	0
34100862	Replication stress is one of the main sources of genome instability. Although the replication stress response in eukaryotic cells has been extensively studied, almost nothing is known about the replication stress response in nucleoli. Here, we demonstrate that initial replication stress-response factors, such as RPA, TOPBP1, and ATR, are recruited inside the nucleolus in response to drug-induced replication stress. The role of TOPBP1 goes beyond the typical replication stress response; it interacts with the low-complexity nucleolar protein Treacle (also referred to as TCOF1) and forms large Treacle-TOPBP1 foci inside the nucleolus. In response to replication stress, Treacle and TOPBP1 facilitate ATR signaling at stalled replication forks, reinforce ATR-mediated checkpoint activation inside the nucleolus, and promote the recruitment of downstream replication stress response proteins inside the nucleolus without forming nucleolar caps. Characterization of the Treacle-TOPBP1 interaction mode leads us to propose that these factors can form a molecular platform for efficient stress response in the nucleolus.	Treacle and TOPBP1 control replication stress response in the nucleolus.	The Journal of cell biology	0
34028500	The effectors of the Rab7 small GTPase play multiple roles in Rab7-dependent endosome-lysosome and autophagy-lysosome pathways. However, it is largely unknown how distinct Rab7 effectors coordinate to maintain the homeostasis of late endosomes and lysosomes to ensure appropriate endolysosomal and autolysosomal degradation. Here we report that WDR91, a Rab7 effector required for early-to-late endosome conversion, is essential for lysosome function and homeostasis. Mice lacking Wdr91 specifically in the central nervous system exhibited behavioral defects and marked neuronal loss in the cerebral and cerebellar cortices. At the cellular level, WDR91 deficiency causes PtdIns3P-independent enlargement and dysfunction of lysosomes, leading to accumulation of autophagic cargoes in mouse neurons. WDR91 competes with the VPS41 subunit of the HOPS complex, another Rab7 effector, for binding to Rab7, thereby facilitating Rab7-dependent lysosome fusion in a controlled manner. WDR91 thus maintains an appropriate level of lysosome fusion to guard the normal function and survival of neurons.	The Rab7 effector WDR91 promotes autophagy-lysosome degradation in neurons by regulating lysosome fusion.	The Journal of cell biology	0
34347016	Cholesterol metabolism operates autonomously within the central nervous system (CNS), where the majority of cholesterol resides in myelin. We demonstrate that TDP-43, the pathological signature protein for amyotrophic lateral sclerosis (ALS) and frontotemporal dementia (FTD), influences cholesterol metabolism in oligodendrocytes. TDP-43 binds directly to mRNA of SREBF2, the master transcription regulator for cholesterol metabolism, and multiple mRNAs encoding proteins responsible for cholesterol biosynthesis and uptake, including HMGCR, HMGCS1, and LDLR. TDP-43 depletion leads to reduced SREBF2 and LDLR expression, and cholesterol levels in vitro and in vivo. TDP-43-mediated changes in cholesterol levels can be restored by reintroducing SREBF2 or LDLR. Additionally, cholesterol supplementation rescues demyelination caused by TDP-43 deletion. Furthermore, oligodendrocytes harboring TDP-43 pathology from FTD patients show reduced HMGCR and HMGCS1, and coaggregation of LDLR and TDP-43. Collectively, our results indicate that TDP-43 plays a role in cholesterol homeostasis in oligodendrocytes, and cholesterol dysmetabolism may be implicated in TDP-43 proteinopathies-related diseases.	TDP-43 mediates SREBF2-regulated gene expression required for oligodendrocyte myelination.	The Journal of cell biology	0
34287648	Glioblastoma is one of the most lethal forms of adult cancer, with a median survival of approximately 15 mo. Targeting glioblastoma stem-like cells (GSCs) at the origin of tumor formation and relapse may prove beneficial. In situ, GSCs are nested within the vascular bed in tight interaction with brain endothelial cells, which positively control their expansion. Because GSCs are notably addicted to apelin (APLN), sourced from the surrounding endothelial stroma, the APLN/APLNR nexus has emerged as a druggable network. However, how this signaling axis operates in gliomagenesis remains underestimated. Here, we find that the glycoprotein GP130 interacts with APLNR at the plasma membrane of GSCs and arbitrates its availability at the surface via ELMOD1, which may further impact on ARF-mediated endovesicular trafficking. From a functional standpoint, interfering with GP130 thwarts APLNR-mediated self-renewal of GSCs ex vivo. Thus, GP130 emerges as an unexpected cicerone to the G protein-coupled APLN receptor, opening new therapeutic perspectives toward the targeting of cancer stem cells.	The glycoprotein GP130 governs the surface presentation of the G protein-coupled receptor APLNR.	The Journal of cell biology	1
34259806	ER-plasma membrane (PM) contacts are proposed to be held together by distinct families of tethering proteins, which in yeast include the VAP homologues Scs2/22, the extended-synaptotagmin homologues Tcb1/2/3, and the TMEM16 homologue Ist2. It is unclear whether these tethers act redundantly or whether individual tethers have specific functions at contacts. Here, we show that Ist2 directly recruits the phosphatidylserine (PS) transport proteins and ORP family members Osh6 and Osh7 to ER-PM contacts through a binding site located in Ist2's disordered C-terminal tethering region. This interaction is required for phosphatidylethanolamine (PE) production by the PS decarboxylase Psd2, whereby PS transported from the ER to the PM by Osh6/7 is endocytosed to the site of Psd2 in endosomes/Golgi/vacuoles. This role for Ist2 and Osh6/7 in nonvesicular PS transport is specific, as other tethers/transport proteins do not compensate. Thus, we identify a molecular link between the ORP and TMEM16 families and a role for endocytosis of PS in PE synthesis.	Ist2 recruits the lipid transporters Osh6/7 to ER-PM contacts to maintain phospholipid metabolism.	The Journal of cell biology	1
34431981	Depolarization drives neuronal plasticity. However, whether depolarization drives sensitization of peripheral nociceptive neurons remains elusive. By high-content screening (HCS) microscopy, we revealed that depolarization of cultured sensory neurons rapidly activates protein kinase A type II (PKA-II) in nociceptors by calcium influx through CaV1.2 channels. This effect was modulated by calpains but insensitive to inhibitors of cAMP formation, including opioids. In turn, PKA-II phosphorylated Ser1928 in the distal C terminus of CaV1.2, thereby increasing channel gating, whereas dephosphorylation of Ser1928 involved the phosphatase calcineurin. Patch-clamp and behavioral experiments confirmed that depolarization leads to calcium- and PKA-dependent sensitization of calcium currents ex vivo and local peripheral hyperalgesia in the skin in vivo. Our data suggest a local activity-driven feed-forward mechanism that selectively translates strong depolarization into further activity and thereby facilitates hypersensitivity of nociceptor terminals by a mechanism inaccessible to opioids.	Depolarization induces nociceptor sensitization by CaV1.2-mediated PKA-II activation.	The Journal of cell biology	0
34287617	Membrane traffic is an important regulator of cell migration through the endocytosis and recycling of cell surface receptors such as integrin heterodimers. Intracellular nanovesicles (INVs) are transport vesicles that are involved in multiple membrane trafficking steps, including the recycling pathway. The only known marker for INVs is tumor protein D54 (TPD54/TPD52L2), a member of the TPD52-like protein family. Overexpression of TPD52-like family proteins in cancer has been linked to poor prognosis and an aggressive metastatic phenotype, which suggests cell migration may be altered under these conditions. Here, we show that TPD54 directly binds membrane and associates with INVs via a conserved positively charged motif in its C terminus. We describe how other TPD52-like proteins are also associated with INVs, and we document the Rab GTPase complement of all INVs. Depletion of TPD52-like proteins inhibits cell migration and invasion, while their overexpression boosts motility. We show that inhibition of migration is likely due to altered recycling of alpha5beta1 integrins in INVs.	Intracellular nanovesicles mediate alpha5beta1 integrin trafficking during cell migration.	The Journal of cell biology	0
34550317	Skin regenerative capacity declines with age, but the underlying mechanisms are largely unknown. Here we demonstrate a functional link between epidermal growth factor receptor (EGFR) signaling and type XVII collagen (COL17A1) proteolysis on age-associated alteration of keratinocyte stem cell dynamics in skin regeneration. Live-imaging and computer simulation experiments predicted that human keratinocyte stem cell motility is coupled with self-renewal and epidermal regeneration. Receptor tyrosine kinase array identified the age-associated decline of EGFR signaling in mouse skin wound healing. Culture experiments proved that EGFR activation drives human keratinocyte stem cell motility with increase of COL17A1 by inhibiting its proteolysis through the secretion of tissue inhibitor of metalloproteinases 1 (TIMP1). Intriguingly, COL17A1 directly regulated keratinocyte stem cell motility and collective cell migration by coordinating actin and keratin filament networks. We conclude that EGFR-COL17A1 axis-mediated keratinocyte stem cell motility drives epidermal regeneration, which provides a novel therapeutic approach for age-associated impaired skin regeneration.	EGFR-mediated epidermal stem cell motility drives skin regeneration through COL17A1 proteolysis.	The Journal of cell biology	0
